Date,Meal,Calories,Fat (g),Saturated Fat,Polyunsaturated Fat,Monounsaturated Fat,Trans Fat,Cholesterol,Sodium (mg),Potassium,Carbohydrates (g),Fiber,Sugar,Protein (g),Vitamin A,Vitamin C,Calcium,Iron,Note
2024-12-14,Snacks,705.5,30.9,12.2,0.0,0.0,0.0,17.5,248.3,422.0,90.7,6.5,44.4,13.2,6.0,0.0,21.5,1.0,
2024-12-15,Breakfast,280.8,6.8,4.2,0.0,0.0,0.0,0.0,200.0,0.0,50.5,0.0,48.3,4.3,0.0,0.0,19.2,0.0,
2024-12-15,Dinner,465.4,28.3,5.9,0.6,4.7,0.0,0.0,841.4,0.0,33.4,2.4,2.8,22.0,0.0,0.0,0.0,0.0,
2024-12-15,Lunch,514.9,18.3,9.3,1.2,5.1,0.1,123.9,527.8,543.6,37.0,1.7,2.2,48.7,8.4,0.0,1.5,3.3,
2024-12-15,Snacks,679.0,10.9,6.6,0.0,0.0,0.0,2.5,20.0,0.0,22.8,0.7,21.6,1.8,0.0,0.0,1.5,1.0,
2024-12-16,Breakfast,225.6,14.8,9.1,0.0,0.0,0.0,0.0,0.0,0.0,13.1,0.0,12.7,8.6,0.0,0.0,38.4,0.0,
2024-12-16,Dinner,742.4,54.6,19.8,0.3,2.8,0.0,0.0,199.1,0.0,37.8,4.1,7.6,51.8,0.0,0.0,0.0,0.0,
2024-12-16,Lunch,393.0,12.9,5.2,0.3,1.7,0.0,0.0,369.0,0.0,42.3,2.2,0.0,28.5,0.0,0.0,0.0,0.0,
2024-12-17,Breakfast,180.0,10.0,6.3,0.0,0.0,0.0,0.0,105.6,0.0,14.3,1.2,13.1,8.2,0.0,0.0,18.0,0.0,
2024-12-17,Dinner,835.1,41.3,18.3,0.0,0.0,0.0,0.0,1559.4,0.0,63.0,6.8,27.8,60.0,0.0,0.0,0.0,0.0,
2024-12-17,Lunch,621.7,27.4,10.3,0.5,2.9,0.0,0.0,134.7,0.0,37.5,2.2,1.4,56.4,0.0,0.0,0.0,0.0,
2024-12-17,Snacks,107.0,3.0,1.5,0.0,0.0,0.0,15.0,160.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,20.0,0.0,
2024-12-18,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-18,Dinner,663.0,22.5,4.4,0.0,0.0,0.0,0.0,1004.0,233.6,72.3,5.3,8.9,44.6,0.0,19.7,3.7,1.9,
2024-12-18,Lunch,473.0,24.6,9.6,0.5,2.9,0.0,30.0,452.0,0.0,35.2,2.2,1.4,29.0,12.0,0.0,40.0,0.0,
2024-12-18,Snacks,425.2,11.9,1.4,4.1,5.5,0.0,0.0,314.9,0.0,53.6,5.7,1.8,11.5,0.0,0.0,0.0,0.0,
2024-12-19,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-19,Dinner,808.0,24.0,6.2,0.0,0.0,0.0,0.0,5.2,0.0,88.2,8.2,0.0,64.0,0.0,0.0,0.0,0.0,
2024-12-19,Lunch,663.0,22.5,4.4,0.0,0.0,0.0,0.0,1004.0,233.6,72.3,5.3,8.9,44.6,0.0,19.7,3.7,1.9,
2024-12-19,Snacks,1645.2,7.1,4.2,0.2,0.1,0.0,0.0,671.8,0.0,123.2,2.2,4.4,23.3,0.0,0.0,0.0,0.0,
2024-12-20,Breakfast,24.0,1.2,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.1,0.0,2.1,0.0,0.0,0.0,0.0,0.0,
2024-12-20,Dinner,1522.0,77.2,16.8,0.0,0.0,0.0,80.0,1850.0,0.0,123.0,0.9,30.8,81.5,0.0,0.0,0.0,0.0,
2024-12-20,Lunch,344.9,20.8,14.2,0.6,3.4,0.0,0.0,808.0,0.0,17.1,0.3,16.2,22.6,0.0,0.0,0.0,0.0,
2024-12-21,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-21,Dinner,358.0,13.3,0.2,0.0,0.0,0.0,0.0,424.7,0.0,47.3,2.8,6.0,12.3,0.0,0.0,0.0,0.0,
2024-12-21,Lunch,785.0,47.9,7.5,0.0,0.0,0.0,100.0,1450.0,0.0,55.2,1.0,0.5,36.4,0.0,0.0,0.0,0.0,
2024-12-21,Snacks,970.2,0.0,0.0,0.0,0.0,0.0,0.0,4.2,8.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,
2024-12-22,Breakfast,102.0,5.6,3.5,0.0,0.0,0.0,0.0,52.8,0.0,8.2,0.6,7.6,4.1,0.0,0.0,9.0,0.0,
2024-12-22,Dinner,864.0,37.8,10.9,0.0,0.0,0.0,0.0,0.0,0.0,105.0,5.5,10.3,31.3,0.0,0.0,0.0,0.0,
2024-12-22,Lunch,622.4,18.5,6.4,0.0,0.0,0.0,0.0,497.0,0.0,77.9,4.2,34.1,38.1,0.0,0.0,0.0,0.0,
2024-12-23,Breakfast,228.0,12.4,7.7,0.0,0.0,0.0,0.0,105.6,0.0,18.5,1.2,17.3,8.2,0.0,0.0,18.0,0.0,
2024-12-23,Dinner,678.8,17.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,44.9,0.0,0.0,23.4,0.0,0.0,0.0,0.0,
2024-12-23,Lunch,592.0,17.1,6.8,0.0,0.0,0.0,0.0,1554.7,0.0,72.9,5.6,8.7,37.2,0.0,0.0,0.0,0.0,
2024-12-23,Snacks,321.0,14.4,8.4,0.0,0.0,0.0,36.0,72.0,0.0,28.4,0.2,23.9,3.3,0.0,0.0,0.0,0.0,
2025-01-01,Breakfast,130.0,7.3,4.6,0.0,0.0,0.0,0.0,88.0,0.0,10.2,1.0,9.2,6.8,0.0,0.0,15.0,0.0,
2025-01-01,Lunch,661.0,16.1,5.3,0.0,0.0,0.0,0.0,760.2,0.0,98.9,4.0,48.9,33.2,0.0,0.0,0.0,0.0,
2025-01-01,Snacks,289.0,13.1,5.4,4.8,1.0,0.0,0.0,1.0,0.0,1.2,0.0,0.9,38.9,0.0,0.0,0.0,0.0,
2025-01-02,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-02,Dinner,922.8,41.0,10.5,3.4,12.1,0.0,233.6,832.6,1357.6,47.6,5.2,4.9,88.0,6.4,14.0,3.4,8.5,
2025-01-02,Lunch,416.1,14.7,2.8,0.0,0.0,0.0,0.0,1339.2,0.0,48.4,3.2,1.0,24.0,0.0,0.0,0.0,0.0,
2025-01-03,Breakfast,169.0,9.5,6.0,0.0,0.0,0.0,0.0,114.4,0.0,13.2,1.3,11.9,8.9,0.0,0.0,19.5,0.0,
2025-01-03,Dinner,606.6,29.0,9.7,4.9,8.2,0.0,192.7,450.3,496.1,24.4,2.4,3.2,61.2,3.3,0.0,1.4,9.2,
2025-01-03,Lunch,524.2,19.3,4.4,0.0,0.0,0.0,0.0,1.8,0.0,47.5,2.8,5.3,38.8,0.0,0.0,0.0,0.0,
2025-01-03,Snacks,51.0,0.3,0.0,0.0,0.0,0.0,0.0,276.0,0.0,11.3,0.0,0.0,0.6,0.0,0.0,0.0,0.0,
2025-01-04,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-04,Dinner,591.2,21.4,11.5,1.4,2.2,0.0,135.4,1326.8,348.5,54.4,1.7,12.7,41.5,2.3,0.0,1.0,8.1,
2025-01-04,Lunch,470.5,19.0,3.8,2.0,8.3,0.0,28.2,234.3,442.6,40.5,1.9,3.4,34.7,47.5,25.0,16.2,9.3,
2025-01-05,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-05,Dinner,577.9,16.6,7.8,0.2,1.9,0.0,0.0,112.1,0.0,50.9,2.2,2.0,56.1,0.0,0.0,0.0,0.0,
2025-01-05,Lunch,604.2,21.9,3.3,2.8,9.3,0.0,135.4,1287.9,771.5,60.2,8.5,12.8,40.9,2.3,17.0,5.1,10.3,
2025-01-05,Snacks,55.0,2.0,0.5,0.0,0.0,0.0,17.5,325.0,112.5,2.5,0.5,2.0,6.5,0.0,0.0,0.5,0.8,
2025-01-06,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-06,Dinner,603.7,32.7,7.3,5.6,5.1,0.0,0.0,239.8,545.4,40.0,7.7,3.7,39.6,0.0,273.9,8.3,6.9,
2025-01-06,Lunch,577.9,16.6,7.8,0.2,1.9,0.0,0.0,112.1,0.0,50.9,2.2,2.0,56.1,0.0,0.0,0.0,0.0,
2025-01-06,Snacks,70.0,3.5,2.1,0.0,0.0,0.4,0.0,0.1,0.0,9.2,0.4,8.5,1.0,0.0,0.0,0.0,0.0,
2025-01-07,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-07,Dinner,642.2,43.6,23.2,0.5,0.5,0.1,62.5,278.8,425.0,30.8,0.1,1.4,31.2,0.0,0.0,0.6,22.9,
2025-01-07,Lunch,530.7,18.7,10.1,1.7,4.6,0.0,0.0,112.0,0.0,68.2,2.3,0.0,22.4,0.0,0.0,0.0,0.0,
2025-01-07,Snacks,53.6,1.4,1.2,0.0,0.0,0.0,0.0,0.0,0.0,2.3,0.0,3.9,6.6,0.0,0.0,0.0,0.0,
2025-01-08,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-08,Dinner,532.9,20.0,11.3,0.0,1.4,0.0,14.5,1130.6,53.1,55.1,6.7,12.0,37.6,0.0,0.0,26.3,0.0,
2025-01-08,Lunch,539.6,41.9,10.5,3.0,10.1,0.0,411.0,136.1,452.1,12.2,4.4,0.6,30.8,0.0,11.0,5.6,11.3,
2025-01-08,Snacks,95.0,6.7,4.9,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,3.4,4.8,0.0,0.0,0.0,0.0,
2025-01-09,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-09,Dinner,615.5,29.6,0.8,0.0,0.0,0.0,0.0,1.1,0.0,53.1,3.2,8.1,34.6,0.0,0.0,0.0,0.0,
2025-01-09,Lunch,492.1,19.0,2.9,0.0,0.0,0.0,0.0,1071.7,0.0,51.9,4.2,9.2,32.1,0.0,0.0,0.0,0.0,
2025-01-09,Snacks,249.3,10.5,5.3,0.0,0.0,0.0,0.0,201.0,0.0,32.7,0.4,30.8,8.7,0.0,0.0,5.6,0.0,
2025-01-10,Breakfast,48.8,2.7,1.7,0.0,0.0,0.0,0.0,33.0,0.0,3.8,0.4,3.4,2.6,0.0,0.0,5.6,0.0,
2025-01-10,Dinner,610.3,25.6,8.0,1.3,2.9,0.0,0.0,32.2,0.1,67.6,2.3,9.0,32.2,0.0,0.0,0.0,0.0,
2025-01-10,Lunch,615.5,29.6,0.8,0.0,0.0,0.0,0.0,1.1,0.0,53.1,3.2,8.1,34.6,0.0,0.0,0.0,0.0,
2025-01-11,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-11,Dinner,605.0,22.4,5.4,0.0,0.0,0.0,0.0,1.5,0.0,73.3,8.1,9.5,31.6,0.0,0.0,0.0,0.0,
2025-01-11,Lunch,495.2,26.5,10.6,0.2,3.3,0.0,14.5,265.2,53.1,39.8,2.4,3.8,25.5,0.0,0.0,0.0,0.0,
2025-01-11,Snacks,401.6,0.0,0.0,0.0,0.0,0.0,0.0,1.8,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,
2025-01-12,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-12,Dinner,1215.4,55.4,26.2,3.8,3.7,0.0,130.7,1133.3,213.8,58.9,4.5,2.4,21.5,27.1,7.3,3.8,15.4,
2025-01-12,Lunch,422.6,18.8,6.0,1.8,3.6,0.0,411.0,1329.0,132.0,26.8,7.4,10.2,21.8,0.0,0.0,4.8,9.3,
2025-01-12,Snacks,240.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,208.0,32.0,0.0,2.8,0.0,0.0,0.0,2.0,4.0,
2025-01-13,Breakfast,183.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,422.0,36.2,3.7,19.9,5.4,0.0,0.0,9.0,0.0,
2025-01-13,Dinner,778.0,26.2,12.3,4.5,4.5,5.0,53.6,1269.9,1074.3,115.4,12.3,43.1,52.6,1.1,134.8,36.1,15.8,
2025-01-13,Lunch,450.4,13.4,4.3,1.8,3.6,0.0,411.0,759.0,132.0,42.3,2.5,2.5,41.2,0.0,0.0,4.8,9.3,
2025-01-13,Snacks,102.1,2.3,1.5,0.1,0.1,0.0,0.0,2.3,141.1,19.2,3.5,13.5,3.4,0.0,37.8,3.1,0.7,
2025-01-14,Dinner,502.3,28.0,13.6,0.1,0.0,0.0,205.0,774.9,862.3,31.0,5.7,6.3,27.9,12.0,123.8,35.9,20.6,
2025-01-14,Lunch,515.3,9.1,2.7,0.9,1.5,0.0,6.4,1262.0,412.5,75.6,1.8,2.2,32.2,0.1,4.0,12.9,4.9,
2025-01-14,Snacks,294.5,8.5,5.9,0.0,0.0,0.0,0.0,514.0,0.0,49.1,2.5,27.3,5.3,0.0,0.0,0.0,0.0,
2025-01-15,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-15,Dinner,1116.3,17.7,6.7,1.2,3.6,0.0,10.0,863.1,121.4,96.1,4.0,2.9,40.3,2.0,0.0,1.2,12.2,
2025-01-15,Lunch,501.4,23.1,11.1,0.0,0.0,0.0,166.1,919.4,245.6,48.4,0.4,1.0,24.7,9.6,5.6,25.6,10.4,
2025-01-15,Snacks,57.0,2.7,2.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6,0.0,3.0,0.6,0.0,0.0,0.0,0.0,
2025-01-16,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-16,Dinner,710.0,35.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,68.7,0.0,0.0,26.9,0.0,0.0,0.0,0.0,
2025-01-16,Lunch,582.6,20.6,7.8,2.3,4.3,0.0,327.4,558.6,183.0,57.2,3.1,6.6,38.6,0.0,0.0,14.9,18.5,
2025-01-16,Snacks,291.1,0.0,0.0,0.0,0.0,0.0,0.0,1.3,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,
2025-01-17,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-17,Dinner,560.5,29.5,3.4,3.0,6.8,0.0,0.0,552.0,954.0,41.2,3.3,3.2,31.4,0.0,15.0,3.0,3.0,
2025-01-17,Lunch,587.3,26.4,5.6,2.5,4.8,0.0,493.8,620.6,182.2,59.3,0.0,0.5,27.2,0.0,0.0,7.4,12.8,
2025-01-17,Snacks,687.3,0.0,0.0,0.0,0.0,0.0,0.0,1.7,3.4,1.0,0.0,2.2,0.2,0.0,0.0,0.0,0.4,
2025-01-18,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-18,Dinner,663.0,16.4,4.7,0.0,0.0,0.0,0.0,574.0,0.0,69.0,0.0,5.0,52.4,0.0,0.0,0.0,0.0,
2025-01-18,Lunch,399.6,22.1,10.9,3.0,6.2,0.0,332.1,480.1,119.6,22.8,1.1,3.3,26.0,0.0,0.0,5.0,8.3,
2025-01-18,Snacks,631.1,13.1,7.8,0.3,0.5,0.0,5.0,1.3,2.5,42.1,0.7,41.0,2.8,0.0,0.0,0.0,0.3,
2025-01-19,Breakfast,138.0,6.6,4.1,0.0,0.0,0.0,0.0,105.6,0.0,11.9,0.6,11.3,8.4,0.0,0.0,9.0,0.0,
2025-01-19,Dinner,489.0,19.7,8.0,0.0,0.0,0.0,0.0,0.2,0.0,49.0,0.0,3.7,28.8,0.0,0.0,0.0,0.0,
2025-01-19,Lunch,663.0,16.4,4.7,0.0,0.0,0.0,0.0,574.0,0.0,69.0,0.0,5.0,52.4,0.0,0.0,0.0,0.0,
2025-01-19,Snacks,388.0,11.0,6.5,0.0,0.0,0.0,0.0,0.8,1.7,21.6,0.7,20.5,2.5,0.0,0.0,0.0,0.2,
2025-01-20,Breakfast,60.0,2.2,1.3,0.0,0.0,0.0,0.0,52.8,0.0,5.8,0.0,5.8,4.3,0.0,0.0,0.0,0.0,
2025-01-20,Dinner,330.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,
2025-01-20,Lunch,866.0,9.0,0.0,0.0,0.0,0.0,0.0,574.0,0.0,45.0,0.0,5.0,49.0,0.0,0.0,0.0,0.0,
2025-01-20,Snacks,406.4,4.1,2.4,0.1,0.9,0.0,9.7,330.2,3.6,17.0,0.9,0.5,3.0,0.0,0.0,0.1,0.3,
2025-01-21,Breakfast,290.5,10.5,6.1,0.3,1.9,0.0,19.3,710.7,2.2,39.8,1.8,6.8,10.4,0.0,0.0,0.2,0.0,
2025-01-21,Dinner,992.0,40.2,8.0,0.0,0.0,0.0,0.0,1797.8,0.0,133.2,5.5,17.1,27.9,0.0,0.0,0.0,0.0,
2025-01-21,Lunch,892.5,47.3,22.1,0.0,0.0,0.0,0.0,0.0,0.0,93.5,0.0,0.0,20.6,0.0,0.0,0.0,0.0,
2025-01-21,Snacks,182.0,4.1,2.6,0.0,0.0,0.0,0.0,30.0,0.0,27.8,0.0,25.1,8.7,0.0,0.0,0.0,0.0,
2025-01-22,Breakfast,241.0,10.3,5.7,0.0,0.0,0.0,0.0,105.6,0.0,12.9,1.2,12.5,28.2,0.0,0.0,18.0,0.0,
2025-01-22,Dinner,620.0,20.4,2.9,0.0,0.0,0.0,0.0,1200.0,0.0,68.1,0.0,11.2,39.3,0.0,0.0,0.0,0.0,
2025-01-22,Lunch,560.4,12.9,6.6,0.1,0.1,0.0,0.0,1.6,55.0,90.5,0.6,0.1,24.8,0.0,0.0,1.2,11.0,
2025-01-23,Breakfast,234.0,13.2,8.4,0.0,0.0,0.0,0.0,158.4,0.0,18.3,1.8,16.5,12.3,0.0,0.0,27.0,0.0,
2025-01-23,Dinner,465.5,29.4,11.5,0.0,0.0,0.0,0.0,6.7,104.9,29.7,3.7,0.7,24.1,0.0,1.0,0.0,0.7,
2025-01-23,Lunch,654.5,36.7,0.2,0.0,0.0,0.0,0.0,1800.0,0.0,61.7,1.2,1.1,37.2,0.0,0.0,0.0,0.0,
2025-01-23,Snacks,59.4,0.4,0.1,0.1,0.1,0.0,0.0,1.0,166.3,14.8,1.6,13.5,0.8,0.0,60.1,1.1,0.9,
2025-01-24,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-24,Dinner,697.4,22.0,11.6,1.2,1.9,0.0,117.5,512.6,419.3,93.5,4.7,23.5,36.3,2.0,9.9,2.7,6.5,
2025-01-24,Lunch,533.5,34.0,12.1,0.0,0.0,0.0,0.0,6.7,104.9,35.3,4.3,0.7,25.4,0.0,1.0,0.0,0.7,
2025-01-24,Snacks,14.0,0.1,0.0,0.0,0.0,0.0,0.0,40.0,76.3,3.5,1.3,2.2,0.6,0.1,0.0,0.0,1.0,
2025-01-25,Breakfast,156.0,8.8,5.6,0.0,0.0,0.0,0.0,105.6,0.0,12.2,1.2,11.0,8.2,0.0,0.0,18.0,0.0,
2025-01-25,Dinner,562.3,20.4,11.6,1.2,1.9,0.0,117.5,184.9,419.3,59.4,2.2,9.5,34.7,2.0,9.9,2.7,6.5,
2025-01-25,Lunch,533.5,34.0,12.1,0.0,0.0,0.0,0.0,6.7,104.9,35.3,4.3,0.7,25.4,0.0,1.0,0.0,0.7,
2025-01-25,Snacks,122.0,5.8,0.9,0.0,0.0,0.0,0.0,0.7,0.0,17.7,4.7,3.8,2.0,0.0,0.0,0.0,0.0,
2025-01-26,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-26,Dinner,723.0,34.0,6.9,0.0,0.0,0.0,0.0,0.0,0.4,65.8,0.0,0.0,36.7,0.0,0.0,0.0,0.0,
2025-01-26,Lunch,492.8,18.0,2.2,0.9,1.4,0.0,86.5,243.0,222.6,53.8,3.1,4.4,28.2,1.5,0.0,0.6,4.1,
2025-01-27,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-27,Dinner,621.7,20.3,4.9,2.2,4.2,0.0,293.0,330.0,386.5,68.9,1.1,15.0,39.2,2.2,39.6,3.4,10.3,
2025-01-27,Lunch,469.3,13.6,1.4,1.1,1.8,0.0,110.9,112.9,285.6,53.2,3.1,2.2,34.3,1.9,0.0,0.8,5.3,
2025-01-27,Snacks,269.6,14.2,7.7,0.0,0.0,0.0,0.0,73.9,0.0,33.4,1.1,30.3,3.6,0.0,0.0,0.0,0.0,
2025-01-28,Breakfast,78.0,4.4,2.8,0.0,0.0,0.0,0.0,52.8,0.0,6.1,0.6,5.5,4.1,0.0,0.0,9.0,0.0,
2025-01-28,Dinner,592.8,27.6,13.9,0.8,1.6,0.0,163.7,110.8,60.7,45.5,4.5,3.3,41.9,0.0,0.0,2.5,4.3,
2025-01-28,Lunch,476.5,21.5,5.0,0.0,0.0,0.0,0.0,85.3,0.0,34.5,1.5,2.8,36.0,0.0,0.0,0.0,0.0,
2025-01-28,Snacks,261.5,12.4,8.0,0.0,0.0,0.1,3.8,261.5,0.0,28.8,2.3,26.5,5.4,1.5,0.0,1.5,6.0,
2025-01-29,Breakfast,102.0,6.8,4.2,0.0,0.0,0.0,0.0,120.0,0.0,6.1,0.6,5.3,4.3,0.0,0.0,19.2,0.0,
2025-01-29,Dinner,551.6,20.3,11.2,0.1,1.4,0.0,14.5,1224.5,592.9,58.0,9.3,11.9,40.2,1219.5,14.3,46.4,16.4,
2025-01-29,Lunch,592.8,27.6,13.9,0.8,1.6,0.0,163.7,110.8,60.7,45.5,4.5,3.3,41.9,0.0,0.0,2.5,4.3,
2025-01-30,Breakfast,79.2,4.4,2.9,0.0,0.0,0.0,0.0,132.0,0.0,5.6,0.0,5.6,4.2,0.0,0.0,18.0,0.0,
2025-01-30,Dinner,598.2,17.0,3.3,0.0,0.0,0.0,0.0,0.3,0.0,63.9,1.3,7.8,45.1,0.0,0.0,0.0,0.0,
2025-01-30,Lunch,578.0,15.5,5.2,0.1,0.0,0.0,0.0,836.1,174.9,79.4,5.5,6.0,33.1,0.0,16.9,0.7,1.1,
2025-01-30,Snacks,228.9,10.1,6.4,0.0,0.0,0.1,2.5,285.5,0.0,26.2,1.9,23.7,5.8,1.0,0.0,7.2,4.0,
2025-01-31,Breakfast,180.0,4.5,3.0,0.0,0.0,0.0,0.0,132.0,0.0,6.4,0.0,6.0,28.2,0.0,0.0,18.0,0.0,
2025-01-31,Dinner,622.4,21.3,2.9,0.0,0.0,0.0,0.0,0.0,0.0,62.4,4.7,15.1,46.2,0.0,0.0,0.0,0.0,
2025-01-31,Lunch,418.0,20.9,6.5,0.1,0.0,0.0,0.0,744.7,174.9,43.6,3.1,5.3,15.6,0.0,16.9,0.7,1.1,
2025-01-31,Snacks,196.7,8.5,5.2,0.1,0.1,0.1,2.5,41.0,166.3,26.8,3.2,26.2,2.4,1.0,60.1,2.1,4.9,
2025-02-01,Breakfast,79.2,4.4,2.9,0.0,0.0,0.0,0.0,132.0,0.0,5.6,0.0,5.6,4.2,0.0,0.0,18.0,0.0,
2025-02-01,Dinner,503.6,25.1,9.4,1.5,2.3,0.0,145.7,565.8,375.1,25.8,1.0,9.5,40.7,2.5,0.0,1.1,7.0,
2025-02-01,Lunch,443.0,27.2,6.6,1.6,6.5,0.0,94.0,469.3,484.5,25.4,4.3,2.5,29.1,1.6,0.5,0.7,4.5,
2025-02-01,Snacks,129.2,7.5,4.8,0.0,0.0,0.1,3.4,34.0,0.0,12.2,2.0,11.6,1.4,1.4,0.0,1.4,5.4,
2025-02-02,Breakfast,158.4,8.8,5.8,0.0,0.0,0.0,0.0,264.0,0.0,11.2,0.0,11.2,8.4,0.0,0.0,36.0,0.0,
2025-02-02,Dinner,1035.6,21.2,9.4,0.0,0.0,0.0,205.3,0.0,0.0,27.1,4.7,13.0,60.2,0.0,0.0,0.0,0.0,
2025-02-02,Lunch,570.0,19.3,11.1,1.2,1.9,0.0,117.5,118.8,302.5,61.1,1.4,2.1,36.0,2.0,0.0,0.9,5.6,
2025-02-03,Breakfast,158.4,8.8,5.8,0.0,0.0,0.0,0.0,264.0,0.0,11.2,0.0,11.2,8.4,0.0,0.0,36.0,0.0,
2025-02-03,Dinner,519.4,27.6,14.5,0.1,0.9,0.0,0.0,56.1,0.0,45.4,2.2,2.4,23.2,0.0,0.0,0.0,0.0,
2025-02-03,Lunch,589.0,26.0,7.8,0.0,0.0,0.0,0.0,84.0,0.0,69.2,3.8,8.8,21.6,0.0,0.0,0.0,0.0,
2025-02-03,Snacks,184.0,11.5,7.1,0.0,0.0,0.0,0.0,7.0,0.0,17.9,0.0,17.7,2.1,0.0,0.0,0.0,0.0,
2025-02-04,Breakfast,158.4,8.8,5.8,0.0,0.0,0.0,0.0,264.0,0.0,11.2,0.0,11.2,8.4,0.0,0.0,36.0,0.0,
2025-02-04,Dinner,519.4,27.6,14.5,0.1,0.9,0.0,0.0,56.1,0.0,45.4,2.2,2.4,23.2,0.0,0.0,0.0,0.0,
2025-02-04,Lunch,519.4,27.6,14.5,0.1,0.9,0.0,0.0,56.1,0.0,45.4,2.2,2.4,23.2,0.0,0.0,0.0,0.0,
2025-02-04,Snacks,184.0,11.5,7.1,0.0,0.0,0.0,0.0,7.0,0.0,17.9,0.0,17.7,2.1,0.0,0.0,0.0,0.0,
2025-02-05,Breakfast,158.4,8.8,5.8,0.0,0.0,0.0,0.0,264.0,0.0,11.2,0.0,11.2,8.4,0.0,0.0,36.0,0.0,
2025-02-05,Dinner,517.0,33.9,12.9,1.5,3.6,0.0,141.0,312.3,363.0,9.6,0.0,2.6,41.7,2.4,0.0,1.0,6.8,
2025-02-05,Lunch,517.0,33.9,12.9,1.5,3.6,0.0,141.0,312.3,363.0,9.6,0.0,2.6,41.7,2.4,0.0,1.0,6.8,
2025-02-05,Snacks,261.2,3.3,0.8,0.3,1.5,0.0,0.0,1184.7,148.0,36.2,3.3,29.9,24.0,1.0,8.0,1.0,1.0,
2025-02-06,Breakfast,158.4,8.8,5.8,0.0,0.0,0.0,0.0,264.0,0.0,11.2,0.0,11.2,8.4,0.0,0.0,36.0,0.0,
